year,combineRevenuMoins,combineRevenuPlus,combineTaux,montantImpot,inflation,combineRevenuMoinsAjuste,combineRevenuPlusAjuste
1929,0,2000,0.02,0,9.2,0.00,28869.57
1929,2000,3000,0.03,40,9.2,28869.57,43304.35
1929,3000,4000,0.04,70,9.2,43304.35,57739.13
1929,4000,5000,0.05,110,9.2,57739.13,72173.91
1929,5000,6000,0.06,160,9.2,72173.91,86608.70
1929,6000,7000,0.07,220,9.2,86608.70,101043.48
1929,7000,8000,0.08,290,9.2,101043.48,115478.26
1929,8000,9000,0.09,370,9.2,115478.26,129913.04
1929,9000,10000,0.1,460,9.2,129913.04,144347.83
1929,10000,11000,0.11,560,9.2,144347.83,158782.61
1929,11000,12000,0.12,670,9.2,158782.61,173217.39
1929,12000,13000,0.13,790,9.2,173217.39,187652.17
1929,13000,14000,0.14,920,9.2,187652.17,202086.96
1929,14000,15000,0.15,1060,9.2,202086.96,216521.74
1929,15000,16000,0.16,1210,9.2,216521.74,230956.52
1929,16000,17000,0.17,1370,9.2,230956.52,245391.30
1929,17000,18000,0.18,1540,9.2,245391.30,259826.09
1929,18000,19000,0.19,1720,9.2,259826.09,274260.87
1929,19000,20000,0.2,1910,9.2,274260.87,288695.65
1929,20000,25000,0.21,2110,9.2,288695.65,360869.57
1929,25000,30000,0.22,3160,9.2,360869.57,433043.48
1929,30000,35000,0.23,4260,9.2,433043.48,505217.39
1929,35000,40000,0.24,5410,9.2,505217.39,577391.30
1929,40000,45000,0.25,6610,9.2,577391.30,649565.22
1929,45000,50000,0.26,7860,9.2,649565.22,721739.13
1929,50000,55000,0.27,9160,9.2,721739.13,793913.04
1929,55000,60000,0.28,10510,9.2,793913.04,866086.96
1929,60000,65000,0.29,11910,9.2,866086.96,938260.87
1929,65000,70000,0.3,13360,9.2,938260.87,1010434.78
1929,70000,75000,0.31,14860,9.2,1010434.78,1082608.70
1929,75000,80000,0.32,16410,9.2,1082608.70,1154782.61
1929,80000,85000,0.33,18010,9.2,1154782.61,1226956.52
1929,85000,90000,0.34,19660,9.2,1226956.52,1299130.43
1929,90000,95000,0.35,21360,9.2,1299130.43,1371304.35
1929,95000,100000,0.36,23110,9.2,1371304.35,1443478.26
1929,100000,110000,0.37,24910,9.2,1443478.26,1587826.09
1929,110000,120000,0.38,28610,9.2,1587826.09,1732173.91
1929,120000,130000,0.39,32410,9.2,1732173.91,1876521.74
1929,130000,140000,0.4,36310,9.2,1876521.74,2020869.57
1929,140000,150000,0.41,40310,9.2,2020869.57,2165217.39
1929,150000,175000,0.42,44410,9.2,2165217.39,2526086.96
1929,175000,200000,0.43,54910,9.2,2526086.96,2886956.52
1929,200000,250000,0.44,65660,9.2,2886956.52,3608695.65
1929,250000,300000,0.45,87660,9.2,3608695.65,4330434.78
1929,300000,350000,0.46,110160,9.2,4330434.78,5052173.91
1929,350000,400000,0.47,133160,9.2,5052173.91,5773913.04
1929,400000,450000,0.48,156660,9.2,5773913.04,6495652.17
1929,450000,500000,0.49,180660,9.2,6495652.17,7217391.30
1929,500000,,0.5,205160,9.2,7217391.30,0.00
1930,0,2000,0.02,0,9.1,0.00,29186.81
1930,2000,3000,0.03,40,9.1,29186.81,43780.22
1930,3000,4000,0.04,70,9.1,43780.22,58373.63
1930,4000,5000,0.05,110,9.1,58373.63,72967.03
1930,5000,6000,0.06,160,9.1,72967.03,87560.44
1930,6000,7000,0.07,220,9.1,87560.44,102153.85
1930,7000,8000,0.08,290,9.1,102153.85,116747.25
1930,8000,9000,0.09,370,9.1,116747.25,131340.66
1930,9000,10000,0.1,460,9.1,131340.66,145934.07
1930,10000,11000,0.11,560,9.1,145934.07,160527.47
1930,11000,12000,0.12,670,9.1,160527.47,175120.88
1930,12000,13000,0.13,790,9.1,175120.88,189714.29
1930,13000,14000,0.14,920,9.1,189714.29,204307.69
1930,14000,15000,0.15,1060,9.1,204307.69,218901.10
1930,15000,16000,0.16,1210,9.1,218901.10,233494.51
1930,16000,17000,0.17,1370,9.1,233494.51,248087.91
1930,17000,18000,0.18,1540,9.1,248087.91,262681.32
1930,18000,19000,0.19,1720,9.1,262681.32,277274.73
1930,19000,20000,0.2,1910,9.1,277274.73,291868.13
1930,20000,25000,0.21,2110,9.1,291868.13,364835.16
1930,25000,30000,0.22,3160,9.1,364835.16,437802.20
1930,30000,35000,0.23,4260,9.1,437802.20,510769.23
1930,35000,40000,0.24,5410,9.1,510769.23,583736.26
1930,40000,45000,0.25,6610,9.1,583736.26,656703.30
1930,45000,50000,0.26,7860,9.1,656703.30,729670.33
1930,50000,55000,0.27,9160,9.1,729670.33,802637.36
1930,55000,60000,0.28,10510,9.1,802637.36,875604.40
1930,60000,65000,0.29,11910,9.1,875604.40,948571.43
1930,65000,70000,0.3,13360,9.1,948571.43,1021538.46
1930,70000,75000,0.31,14860,9.1,1021538.46,1094505.49
1930,75000,80000,0.32,16410,9.1,1094505.49,1167472.53
1930,80000,85000,0.33,18010,9.1,1167472.53,1240439.56
1930,85000,90000,0.34,19660,9.1,1240439.56,1313406.59
1930,90000,95000,0.35,21360,9.1,1313406.59,1386373.63
1930,95000,100000,0.36,23110,9.1,1386373.63,1459340.66
1930,100000,110000,0.37,24910,9.1,1459340.66,1605274.73
1930,110000,120000,0.38,28610,9.1,1605274.73,1751208.79
1930,120000,130000,0.39,32410,9.1,1751208.79,1897142.86
1930,130000,140000,0.4,36310,9.1,1897142.86,2043076.92
1930,140000,150000,0.41,40310,9.1,2043076.92,2189010.99
1930,150000,175000,0.42,44410,9.1,2189010.99,2553846.15
1930,175000,200000,0.43,54910,9.1,2553846.15,2918681.32
1930,200000,250000,0.44,65660,9.1,2918681.32,3648351.65
1930,250000,300000,0.45,87660,9.1,3648351.65,4378021.98
1930,300000,350000,0.46,110160,9.1,4378021.98,5107692.31
1930,350000,400000,0.47,133160,9.1,5107692.31,5837362.64
1930,400000,450000,0.48,156660,9.1,5837362.64,6567032.97
1930,450000,500000,0.49,180660,9.1,6567032.97,7296703.30
1930,500000,,0.5,205160,9.1,7296703.30,0.00
1931,0,2000,0.02,0,8.2,0.00,32390.24
1931,2000,3000,0.03,40,8.2,32390.24,48585.37
1931,3000,4000,0.04,70,8.2,48585.37,64780.49
1931,4000,5000,0.05,110,8.2,64780.49,80975.61
1931,5000,6000,0.06,160,8.2,80975.61,97170.73
1931,6000,7000,0.07,220,8.2,97170.73,113365.85
1931,7000,8000,0.08,290,8.2,113365.85,129560.98
1931,8000,9000,0.09,370,8.2,129560.98,145756.10
1931,9000,10000,0.1,460,8.2,145756.10,161951.22
1931,10000,11000,0.11,560,8.2,161951.22,178146.34
1931,11000,12000,0.12,670,8.2,178146.34,194341.46
1931,12000,13000,0.13,790,8.2,194341.46,210536.59
1931,13000,14000,0.14,920,8.2,210536.59,226731.71
1931,14000,15000,0.15,1060,8.2,226731.71,242926.83
1931,15000,16000,0.16,1210,8.2,242926.83,259121.95
1931,16000,17000,0.17,1370,8.2,259121.95,275317.07
1931,17000,18000,0.18,1540,8.2,275317.07,291512.20
1931,18000,19000,0.19,1720,8.2,291512.20,307707.32
1931,19000,20000,0.2,1910,8.2,307707.32,323902.44
1931,20000,25000,0.21,2110,8.2,323902.44,404878.05
1931,25000,30000,0.22,3160,8.2,404878.05,485853.66
1931,30000,35000,0.23,4260,8.2,485853.66,566829.27
1931,35000,40000,0.24,5410,8.2,566829.27,647804.88
1931,40000,45000,0.25,6610,8.2,647804.88,728780.49
1931,45000,50000,0.26,7860,8.2,728780.49,809756.10
1931,50000,55000,0.27,9160,8.2,809756.10,890731.71
1931,55000,60000,0.28,10510,8.2,890731.71,971707.32
1931,60000,65000,0.29,11910,8.2,971707.32,1052682.93
1931,65000,70000,0.3,13360,8.2,1052682.93,1133658.54
1931,70000,75000,0.31,14860,8.2,1133658.54,1214634.15
1931,75000,80000,0.32,16410,8.2,1214634.15,1295609.76
1931,80000,85000,0.33,18010,8.2,1295609.76,1376585.37
1931,85000,90000,0.34,19660,8.2,1376585.37,1457560.98
1931,90000,95000,0.35,21360,8.2,1457560.98,1538536.59
1931,95000,100000,0.36,23110,8.2,1538536.59,1619512.20
1931,100000,110000,0.37,24910,8.2,1619512.20,1781463.41
1931,110000,120000,0.38,28610,8.2,1781463.41,1943414.63
1931,120000,130000,0.39,32410,8.2,1943414.63,2105365.85
1931,130000,140000,0.4,36310,8.2,2105365.85,2267317.07
1931,140000,150000,0.41,40310,8.2,2267317.07,2429268.29
1931,150000,175000,0.42,44410,8.2,2429268.29,2834146.34
1931,175000,200000,0.43,54910,8.2,2834146.34,3239024.39
1931,200000,250000,0.44,65660,8.2,3239024.39,4048780.49
1931,250000,300000,0.45,87660,8.2,4048780.49,4858536.59
1931,300000,350000,0.46,110160,8.2,4858536.59,5668292.68
1931,350000,400000,0.47,133160,8.2,5668292.68,6478048.78
1931,400000,450000,0.48,156660,8.2,6478048.78,7287804.88
1931,450000,500000,0.49,180660,8.2,7287804.88,8097560.98
1931,500000,,0.5,205160,8.2,8097560.98,0.00
1932,0,2000,0.02,0,7.5,0.00,35413.33
1932,2000,3000,0.03,40,7.5,35413.33,53120.00
1932,3000,4000,0.04,70,7.5,53120.00,70826.67
1932,4000,5000,0.05,110,7.5,70826.67,88533.33
1932,5000,6000,0.06,160,7.5,88533.33,106240.00
1932,6000,7000,0.07,220,7.5,106240.00,123946.67
1932,7000,8000,0.08,290,7.5,123946.67,141653.33
1932,8000,9000,0.09,370,7.5,141653.33,159360.00
1932,9000,10000,0.1,460,7.5,159360.00,177066.67
1932,10000,11000,0.11,560,7.5,177066.67,194773.33
1932,11000,12000,0.12,670,7.5,194773.33,212480.00
1932,12000,13000,0.13,790,7.5,212480.00,230186.67
1932,13000,14000,0.14,920,7.5,230186.67,247893.33
1932,14000,15000,0.15,1060,7.5,247893.33,265600.00
1932,15000,16000,0.16,1210,7.5,265600.00,283306.67
1932,16000,17000,0.17,1370,7.5,283306.67,301013.33
1932,17000,18000,0.18,1540,7.5,301013.33,318720.00
1932,18000,19000,0.19,1720,7.5,318720.00,336426.67
1932,19000,20000,0.2,1910,7.5,336426.67,354133.33
1932,20000,25000,0.21,2110,7.5,354133.33,442666.67
1932,25000,30000,0.22,3160,7.5,442666.67,531200.00
1932,30000,35000,0.23,4260,7.5,531200.00,619733.33
1932,35000,40000,0.24,5410,7.5,619733.33,708266.67
1932,40000,45000,0.25,6610,7.5,708266.67,796800.00
1932,45000,50000,0.26,7860,7.5,796800.00,885333.33
1932,50000,55000,0.27,9160,7.5,885333.33,973866.67
1932,55000,60000,0.28,10510,7.5,973866.67,1062400.00
1932,60000,65000,0.29,11910,7.5,1062400.00,1150933.33
1932,65000,70000,0.3,13360,7.5,1150933.33,1239466.67
1932,70000,75000,0.31,14860,7.5,1239466.67,1328000.00
1932,75000,80000,0.32,16410,7.5,1328000.00,1416533.33
1932,80000,85000,0.33,18010,7.5,1416533.33,1505066.67
1932,85000,90000,0.34,19660,7.5,1505066.67,1593600.00
1932,90000,95000,0.35,21360,7.5,1593600.00,1682133.33
1932,95000,100000,0.36,23110,7.5,1682133.33,1770666.67
1932,10000,110000,0.37,24910,7.5,177066.67,1947733.33
1932,110000,120000,0.38,61910,7.5,1947733.33,2124800.00
1932,120000,130000,0.39,65710,7.5,2124800.00,2301866.67
1932,130000,140000,0.4,69610,7.5,2301866.67,2478933.33
1932,140000,150000,0.41,73610,7.5,2478933.33,2656000.00
1932,150000,175000,0.42,77710,7.5,2656000.00,3098666.67
1932,175000,200000,0.43,88210,7.5,3098666.67,3541333.33
1932,200000,250000,0.44,98960,7.5,3541333.33,4426666.67
1932,250000,300000,0.45,120960,7.5,4426666.67,5312000.00
1932,300000,350000,0.46,143460,7.5,5312000.00,6197333.33
1932,350000,400000,0.47,166460,7.5,6197333.33,7082666.67
1932,400000,450000,0.48,189960,7.5,7082666.67,7968000.00
1932,450000,500000,0.49,213960,7.5,7968000.00,8853333.33
1932,500000,,0.5,238460,7.5,8853333.33,0.00
1933,0,1000,0.03,0,7.1,0.00,18704.23
1933,1000,2000,0.04,30,7.1,18704.23,37408.45
1933,2000,3000,0.05,70,7.1,37408.45,56112.68
1933,3000,4000,0.06,120,7.1,56112.68,74816.90
1933,4000,5000,0.12,180,7.1,74816.90,93521.13
1933,5000,6000,0.13,300,7.1,93521.13,112225.35
1933,6000,7000,0.14,430,7.1,112225.35,130929.58
1933,7000,8000,0.15,570,7.1,130929.58,149633.80
1933,8000,9000,0.16,720,7.1,149633.80,168338.03
1933,9000,10000,0.17,880,7.1,168338.03,187042.25
1933,10000,11000,0.18,1050,7.1,187042.25,205746.48
1933,11000,12000,0.19,1230,7.1,205746.48,224450.70
1933,12000,13000,0.2,1420,7.1,224450.70,243154.93
1933,13000,14000,0.21,1620,7.1,243154.93,261859.15
1933,14000,15000,0.22,1830,7.1,261859.15,280563.38
1933,15000,16000,0.23,2050,7.1,280563.38,299267.61
1933,16000,17000,0.24,2280,7.1,299267.61,317971.83
1933,17000,18000,0.25,2520,7.1,317971.83,336676.06
1933,18000,19000,0.26,2770,7.1,336676.06,355380.28
1933,19000,20000,0.27,3030,7.1,355380.28,374084.51
1933,20000,25000,0.28,3300,7.1,374084.51,467605.63
1933,25000,30000,0.29,4700,7.1,467605.63,561126.76
1933,30000,35000,0.3,6150,7.1,561126.76,654647.89
1933,35000,40000,0.31,7650,7.1,654647.89,748169.01
1933,40000,45000,0.32,9200,7.1,748169.01,841690.14
1933,45000,50000,0.33,10800,7.1,841690.14,935211.27
1933,50000,55000,0.34,12450,7.1,935211.27,1028732.39
1933,55000,60000,0.35,14150,7.1,1028732.39,1122253.52
1933,60000,65000,0.36,15900,7.1,1122253.52,1215774.65
1933,65000,70000,0.37,17700,7.1,1215774.65,1309295.77
1933,70000,75000,0.38,19550,7.1,1309295.77,1402816.90
1933,75000,80000,0.39,21450,7.1,1402816.90,1496338.03
1933,80000,85000,0.4,23400,7.1,1496338.03,1589859.15
1933,85000,90000,0.41,25400,7.1,1589859.15,1683380.28
1933,90000,95000,0.42,27450,7.1,1683380.28,1776901.41
1933,95000,100000,0.43,29550,7.1,1776901.41,1870422.54
1933,100000,110000,0.44,31700,7.1,1870422.54,2057464.79
1933,110000,120000,0.45,36100,7.1,2057464.79,2244507.04
1933,120000,130000,0.46,40600,7.1,2244507.04,2431549.30
1933,130000,140000,0.47,45200,7.1,2431549.30,2618591.55
1933,140000,150000,0.48,49900,7.1,2618591.55,2805633.80
1933,150000,175000,0.49,54700,7.1,2805633.80,3273239.44
1933,175000,200000,0.5,66950,7.1,3273239.44,3740845.07
1933,200000,225000,0.51,79450,7.1,3740845.07,4208450.70
1933,225000,250000,0.52,92200,7.1,4208450.70,4676056.34
1933,250000,275000,0.53,105200,7.1,4676056.34,5143661.97
1933,275000,300000,0.54,118450,7.1,5143661.97,5611267.61
1933,300000,325000,0.55,131950,7.1,5611267.61,6078873.24
1933,325000,350000,0.56,145700,7.1,6078873.24,6546478.87
1933,350000,375000,0.57,159700,7.1,6546478.87,7014084.51
1933,375000,400000,0.58,173950,7.1,7014084.51,7481690.14
1933,400000,450000,0.59,188450,7.1,7481690.14,8416901.41
1933,450000,500000,0.6,217950,7.1,8416901.41,9352112.68
1933,500000,,0.61,247950,7.1,9352112.68,0.00
1934,0,1000,0.03,0,7.2,0.00,18444.44
1934,1000,2000,0.04,30,7.2,18444.44,36888.89
1934,2000,3000,0.05,70,7.2,36888.89,55333.33
1934,3000,4000,0.06,120,7.2,55333.33,73777.78
1934,4000,5000,0.12,180,7.2,73777.78,92222.22
1934,5000,6000,0.13,300,7.2,92222.22,110666.67
1934,6000,7000,0.14,430,7.2,110666.67,129111.11
1934,7000,8000,0.15,570,7.2,129111.11,147555.56
1934,8000,9000,0.16,720,7.2,147555.56,166000.00
1934,9000,10000,0.17,880,7.2,166000.00,184444.44
1934,10000,11000,0.18,1050,7.2,184444.44,202888.89
1934,11000,12000,0.19,1230,7.2,202888.89,221333.33
1934,12000,13000,0.2,1420,7.2,221333.33,239777.78
1934,13000,14000,0.21,1620,7.2,239777.78,258222.22
1934,14000,15000,0.22,1830,7.2,258222.22,276666.67
1934,15000,16000,0.23,2050,7.2,276666.67,295111.11
1934,16000,17000,0.24,2280,7.2,295111.11,313555.56
1934,17000,18000,0.25,2520,7.2,313555.56,332000.00
1934,18000,19000,0.26,2770,7.2,332000.00,350444.44
1934,19000,20000,0.27,3030,7.2,350444.44,368888.89
1934,20000,25000,0.28,3300,7.2,368888.89,461111.11
1934,25000,30000,0.29,4700,7.2,461111.11,553333.33
1934,30000,35000,0.3,6150,7.2,553333.33,645555.56
1934,35000,40000,0.31,7650,7.2,645555.56,737777.78
1934,40000,45000,0.32,9200,7.2,737777.78,830000.00
1934,45000,50000,0.33,10800,7.2,830000.00,922222.22
1934,50000,55000,0.34,12450,7.2,922222.22,1014444.44
1934,55000,60000,0.35,14150,7.2,1014444.44,1106666.67
1934,60000,65000,0.36,15900,7.2,1106666.67,1198888.89
1934,65000,70000,0.37,17700,7.2,1198888.89,1291111.11
1934,70000,75000,0.38,19550,7.2,1291111.11,1383333.33
1934,75000,80000,0.39,21450,7.2,1383333.33,1475555.56
1934,80000,85000,0.4,23400,7.2,1475555.56,1567777.78
1934,85000,90000,0.41,25400,7.2,1567777.78,1660000.00
1934,90000,95000,0.42,27450,7.2,1660000.00,1752222.22
1934,95000,100000,0.43,29550,7.2,1752222.22,1844444.44
1934,100000,110000,0.44,31700,7.2,1844444.44,2028888.89
1934,110000,120000,0.45,36100,7.2,2028888.89,2213333.33
1934,120000,130000,0.46,40600,7.2,2213333.33,2397777.78
1934,130000,140000,0.47,45200,7.2,2397777.78,2582222.22
1934,140000,150000,0.48,49900,7.2,2582222.22,2766666.67
1934,150000,175000,0.49,54700,7.2,2766666.67,3227777.78
1934,175000,200000,0.5,66950,7.2,3227777.78,3688888.89
1934,200000,225000,0.51,79450,7.2,3688888.89,4150000.00
1934,225000,250000,0.52,92200,7.2,4150000.00,4611111.11
1934,250000,275000,0.53,105200,7.2,4611111.11,5072222.22
1934,275000,300000,0.54,118450,7.2,5072222.22,5533333.33
1934,300000,325000,0.55,131950,7.2,5533333.33,5994444.44
1934,325000,350000,0.56,145700,7.2,5994444.44,6455555.56
1934,350000,375000,0.57,159700,7.2,6455555.56,6916666.67
1934,375000,400000,0.58,173950,7.2,6916666.67,7377777.78
1934,400000,450000,0.59,188450,7.2,7377777.78,8300000.00
1934,450000,500000,0.6,217950,7.2,8300000.00,9222222.22
1934,500000,,0.61,247950,7.2,9222222.22,0.00
1935,0,1000,0.03,0,7.3,0.00,18191.78
1935,1000,2000,0.04,30,7.3,18191.78,36383.56
1935,2000,3000,0.05,70,7.3,36383.56,54575.34
1935,3000,4000,0.06,120,7.3,54575.34,72767.12
1935,4000,5000,0.12,180,7.3,72767.12,90958.90
1935,5000,6000,0.13,300,7.3,90958.90,109150.68
1935,6000,7000,0.14,430,7.3,109150.68,127342.47
1935,7000,8000,0.15,570,7.3,127342.47,145534.25
1935,8000,9000,0.16,720,7.3,145534.25,163726.03
1935,9000,10000,0.17,880,7.3,163726.03,181917.81
1935,10000,11000,0.18,1050,7.3,181917.81,200109.59
1935,11000,12000,0.19,1230,7.3,200109.59,218301.37
1935,12000,13000,0.2,1420,7.3,218301.37,236493.15
1935,13000,14000,0.21,1620,7.3,236493.15,254684.93
1935,14000,15000,0.22,1830,7.3,254684.93,272876.71
1935,15000,16000,0.23,2050,7.3,272876.71,291068.49
1935,16000,17000,0.24,2280,7.3,291068.49,309260.27
1935,17000,18000,0.25,2520,7.3,309260.27,327452.05
1935,18000,19000,0.26,2770,7.3,327452.05,345643.84
1935,19000,20000,0.27,3030,7.3,345643.84,363835.62
1935,20000,25000,0.28,3300,7.3,363835.62,454794.52
1935,25000,30000,0.29,4700,7.3,454794.52,545753.42
1935,30000,35000,0.3,6150,7.3,545753.42,636712.33
1935,35000,40000,0.31,7650,7.3,636712.33,727671.23
1935,40000,45000,0.32,9200,7.3,727671.23,818630.14
1935,45000,50000,0.33,10800,7.3,818630.14,909589.04
1935,50000,55000,0.34,12450,7.3,909589.04,1000547.95
1935,55000,60000,0.35,14150,7.3,1000547.95,1091506.85
1935,60000,65000,0.36,15900,7.3,1091506.85,1182465.75
1935,65000,70000,0.37,17700,7.3,1182465.75,1273424.66
1935,70000,75000,0.38,19550,7.3,1273424.66,1364383.56
1935,75000,80000,0.39,21450,7.3,1364383.56,1455342.47
1935,80000,85000,0.4,23400,7.3,1455342.47,1546301.37
1935,85000,90000,0.41,25400,7.3,1546301.37,1637260.27
1935,90000,95000,0.42,27450,7.3,1637260.27,1728219.18
1935,95000,100000,0.43,29550,7.3,1728219.18,1819178.08
1935,100000,110000,0.44,31700,7.3,1819178.08,2001095.89
1935,110000,120000,0.45,36100,7.3,2001095.89,2183013.70
1935,120000,130000,0.46,40600,7.3,2183013.70,2364931.51
1935,130000,140000,0.47,45200,7.3,2364931.51,2546849.32
1935,140000,150000,0.48,49900,7.3,2546849.32,2728767.12
1935,150000,175000,0.49,54700,7.3,2728767.12,3183561.64
1935,175000,200000,0.5,66950,7.3,3183561.64,3638356.16
1935,200000,225000,0.51,79450,7.3,3638356.16,4093150.68
1935,225000,250000,0.52,92200,7.3,4093150.68,4547945.21
1935,250000,275000,0.53,105200,7.3,4547945.21,5002739.73
1935,275000,300000,0.54,118450,7.3,5002739.73,5457534.25
1935,300000,325000,0.55,131950,7.3,5457534.25,5912328.77
1935,325000,350000,0.56,145700,7.3,5912328.77,6367123.29
1935,350000,375000,0.57,159700,7.3,6367123.29,6821917.81
1935,375000,400000,0.58,173950,7.3,6821917.81,7276712.33
1935,400000,450000,0.59,188450,7.3,7276712.33,8186301.37
1935,450000,500000,0.6,217950,7.3,8186301.37,9095890.41
1935,500000,,0.61,247950,7.3,9095890.41,0.00
1936,0,1000,0,0,7.4,0.00,17945.95
1936,1000,2000,0,0,7.4,17945.95,35891.89
1936,2000,3000,0.05,0,7.4,35891.89,53837.84
1936,3000,4000,0.06,50,7.4,53837.84,71783.78
1936,4000,5000,0.12,110,7.4,71783.78,89729.73
1936,5000,6000,0.13,230,7.4,89729.73,107675.68
1936,6000,7000,0.14,360,7.4,107675.68,125621.62
1936,7000,8000,0.15,500,7.4,125621.62,143567.57
1936,8000,9000,0.16,650,7.4,143567.57,161513.51
1936,9000,10000,0.17,810,7.4,161513.51,179459.46
1936,10000,11000,0.18,980,7.4,179459.46,197405.41
1936,11000,12000,0.19,1160,7.4,197405.41,215351.35
1936,12000,13000,0.2,1350,7.4,215351.35,233297.30
1936,13000,14000,0.21,1550,7.4,233297.30,251243.24
1936,14000,15000,0.22,1760,7.4,251243.24,269189.19
1936,15000,16000,0.23,1980,7.4,269189.19,287135.14
1936,16000,17000,0.24,2210,7.4,287135.14,305081.08
1936,17000,18000,0.25,2450,7.4,305081.08,323027.03
1936,18000,19000,0.26,2700,7.4,323027.03,340972.97
1936,19000,20000,0.27,2960,7.4,340972.97,358918.92
1936,20000,25000,0.28,3230,7.4,358918.92,448648.65
1936,25000,30000,0.29,4630,7.4,448648.65,538378.38
1936,30000,35000,0.3,6080,7.4,538378.38,628108.11
1936,35000,40000,0.31,7580,7.4,628108.11,717837.84
1936,40000,45000,0.32,9130,7.4,717837.84,807567.57
1936,45000,50000,0.33,10730,7.4,807567.57,897297.30
1936,50000,55000,0.34,12380,7.4,897297.30,987027.03
1936,55000,60000,0.35,14080,7.4,987027.03,1076756.76
1936,60000,65000,0.36,15830,7.4,1076756.76,1166486.49
1936,65000,70000,0.37,17630,7.4,1166486.49,1256216.22
1936,70000,75000,0.38,19480,7.4,1256216.22,1345945.95
1936,75000,80000,0.39,21380,7.4,1345945.95,1435675.68
1936,80000,85000,0.4,23330,7.4,1435675.68,1525405.41
1936,85000,90000,0.41,25330,7.4,1525405.41,1615135.14
1936,90000,95000,0.42,27380,7.4,1615135.14,1704864.86
1936,95000,100000,0.43,29480,7.4,1704864.86,1794594.59
1936,100000,110000,0.44,31630,7.4,1794594.59,1974054.05
1936,110000,120000,0.45,36030,7.4,1974054.05,2153513.51
1936,120000,130000,0.46,40530,7.4,2153513.51,2332972.97
1936,130000,140000,0.47,45130,7.4,2332972.97,2512432.43
1936,140000,150000,0.48,49830,7.4,2512432.43,2691891.89
1936,150000,175000,0.49,54630,7.4,2691891.89,3140540.54
1936,175000,200000,0.5,66880,7.4,3140540.54,3589189.19
1936,200000,225000,0.51,79380,7.4,3589189.19,4037837.84
1936,225000,250000,0.52,92130,7.4,4037837.84,4486486.49
1936,250000,275000,0.53,105130,7.4,4486486.49,4935135.14
1936,275000,300000,0.54,118380,7.4,4935135.14,5383783.78
1936,300000,325000,0.55,131880,7.4,5383783.78,5832432.43
1936,325000,350000,0.56,145630,7.4,5832432.43,6281081.08
1936,350000,375000,0.57,159630,7.4,6281081.08,6729729.73
1936,375000,400000,0.58,173880,7.4,6729729.73,7178378.38
1936,400000,450000,0.59,188380,7.4,7178378.38,8075675.68
1936,450000,500000,0.6,217880,7.4,8075675.68,8972972.97
1936,500000,,0.61,247880,7.4,8972972.97,0.00
1937,0,1000,0.03,0,7.7,0.00,17246.75
1937,1000,2000,0.04,30,7.7,17246.75,34493.51
1937,2000,3000,0.05,70,7.7,34493.51,51740.26
1937,3000,4000,0.06,120,7.7,51740.26,68987.01
1937,4000,5000,0.12,180,7.7,68987.01,86233.77
1937,5000,6000,0.13,300,7.7,86233.77,103480.52
