year,combineRevenuMoins,combineRevenuPlus,combineTaux,montantImpot,inflation,combineRevenuMoinsAjuste,combineRevenuPlusAjuste
1982,4680,6504,0.30195,158.984,56,11098.29,15423.77
1982,6504,6672,0.3203,709.7408,56,15423.77,15822.17
1982,6672,8095,0.32865,763.5512,56,15822.17,19196.71
1982,8095,9935,0.33865,1231.22015,56,19196.71,23560.14
1982,9935,11120,0.34865,1854.33615,56,23560.14,26370.29
1982,11120,12061,0.35865,2267.4864,56,26370.29,28601.80
1982,12061,14519,0.367,2604.97605,56,28601.80,34430.77
1982,14519,15568,0.377,3507.06205,56,34430.77,36918.40
1982,15568,17360,0.387,3902.53505,56,36918.40,41168.00
1982,17360,20644,0.41205,4596.03905,56,41168.00,48955.77
1982,20644,20016,0.42205,5949.21125,56,48955.77,47466.51
1982,20016,24441,0.43875,5684.16385,56,47466.51,57960.09
1982,24441,28829,0.44875,7625.6326,56,57960.09,68365.91
1982,28829,31136,0.45875,9594.7476,56,68365.91,73836.80
1982,31136,33902,0.46875,10653.08385,56,73836.80,80396.17
1982,33902,39766,0.5105,11949.64635,56,80396.17,94302.23
1982,39766,46544,0.5205,14943.21835,56,94302.23,110375.77
1982,46544,53376,0.5305,18471.16735,56,110375.77,126577.37
1982,53376,54380,0.5405,22095.54335,56,126577.37,128958.29
1982,54380,60714,0.5505,22638.20535,56,128958.29,143978.91
1982,60714,,0.5839,26125.07235,56,143978.91,0.00
1983,0,3770,0,0,59.1,0.00,8471.34
1983,3770,5030,0.15,0,59.1,8471.34,11302.61
1983,5030,6504,0.31,189,59.1,11302.61,14614.74
1983,6504,7074,0.32,645.94,59.1,14614.74,15895.55
1983,7074,8095,0.329,828.34,59.1,15895.55,18189.78
1983,8095,9935,0.339,1164.249,59.1,18189.78,22324.33
1983,9935,11790,0.349,1788.009,59.1,22324.33,26492.59
1983,11790,12061,0.357,2435.404,59.1,26492.59,27101.54
1983,12061,14519,0.367,2532.151,59.1,27101.54,32624.76
1983,14519,16507,0.377,3434.237,59.1,32624.76,37091.87
1983,16507,17360,0.402,4183.713,59.1,37091.87,39008.60
1983,17360,20644,0.412,4526.619,59.1,39008.60,46387.87
1983,20644,21223,0.422,5879.627,59.1,46387.87,47688.91
1983,21223,24441,0.439,6123.965,59.1,47688.91,54919.88
1983,24441,28829,0.449,7536.667,59.1,54919.88,64779.88
1983,28829,33012,0.459,9506.879,59.1,64779.88,74179.25
1983,33012,33902,0.459,11426.876,59.1,74179.25,76179.11
1983,33902,39766,0.511,11835.386,59.1,76179.11,89355.75
1983,39766,46544,0.521,14831.89,59.1,89355.75,104586.18
1983,46544,54380,0.531,18363.228,59.1,104586.18,122193.98
1983,54380,56592,0.541,22524.144,59.1,122193.98,127164.43
1983,56592,60714,0.574,23720.836,59.1,127164.43,136426.72
1983,60714,,0.584,26086.864,59.1,136426.72,0.00
1984,0,3960,0,0,61.5,0.00,8551.02
1984,3960,5280,0.14195,0,61.5,8551.02,11401.37
1984,5280,6504,0.30195,187.374,61.5,11401.37,14044.41
1984,6504,7428,0.3203,556.9608,61.5,14044.41,16039.65
1984,7428,8095,0.32865,852.918,61.5,16039.65,17479.93
1984,8095,9935,0.33865,1072.12755,61.5,17479.93,21453.14
1984,9935,12061,0.34865,1695.24355,61.5,21453.14,26043.92
1984,12061,12380,0.35865,2436.47345,61.5,26043.92,26732.75
1984,12380,14519,0.367,2550.8828,61.5,26732.75,31351.60
1984,14519,17360,0.377,3335.8958,61.5,31351.60,37486.31
1984,17360,17332,0.387,4406.9528,61.5,37486.31,37425.85
1984,17332,20644,0.41205,4396.1168,61.5,37425.85,44577.61
1984,20644,22284,0.42205,5760.8264,61.5,44577.61,48118.95
1984,22284,24441,0.43875,6452.9884,61.5,48118.95,52776.66
1984,24441,28829,0.44875,7399.37215,61.5,52776.66,62251.89
1984,28829,33902,0.45875,9368.48715,61.5,62251.89,73206.27
1984,33902,34664,0.46875,11695.7259,61.5,73206.27,74851.69
1984,34664,39766,0.5105,12052.9134,61.5,74851.69,85868.70
1984,39766,46544,0.5205,14657.4844,61.5,85868.70,100504.77
1984,46544,54380,0.5305,18185.4334,61.5,100504.77,117425.43
1984,54380,60714,0.5405,22342.4314,61.5,117425.43,131102.75
1984,60714,59424,0.5505,25765.9584,61.5,131102.75,128317.19
1984,59424,,0.5839,25055.8134,61.5,128317.19,0.00
1985,0,4140,0,0,64.2,0.00,8563.74
1985,4140,5280,0.14195,0,64.2,8563.74,10921.87
1985,5280,6504,0.30195,161.823,64.2,10921.87,13453.76
1985,6504,7770,0.3203,531.4098,64.2,13453.76,16072.52
1985,7770,8095,0.32865,936.9096,64.2,16072.52,16744.80
1985,8095,9935,0.33865,1043.72085,64.2,16744.80,20550.90
1985,9935,12061,0.34865,1666.83685,64.2,20550.90,24948.61
1985,12061,12950,0.35865,2408.06675,64.2,24948.61,26787.54
1985,12950,14519,0.367,2726.9066,64.2,26787.54,30033.07
1985,14519,17360,0.377,3302.7296,64.2,30033.07,35909.78
1985,17360,18130,0.387,4373.7866,64.2,35909.78,37502.55
1985,18130,20644,0.41205,4671.7766,64.2,37502.55,42702.85
1985,20644,23310,0.42205,5707.6703,64.2,42702.85,48217.57
1985,23310,24441,0.43875,6832.8556,64.2,48217.57,50557.08
1985,24441,28829,0.44875,7329.08185,64.2,50557.08,59633.82
1985,28829,33902,0.45875,9298.19685,64.2,59633.82,70127.50
1985,33902,36260,0.46875,11625.4356,64.2,70127.50,75005.11
1985,36260,39766,0.5105,12730.7481,64.2,75005.11,82257.40
1985,39766,46544,0.5205,14520.5611,64.2,82257.40,96277.93
1985,46544,54380,0.5305,18048.5101,64.2,96277.93,112486.98
1985,54380,60714,0.5405,22205.5081,64.2,112486.98,125589.08
1985,60714,62160,0.5505,25629.0351,64.2,125589.08,128580.19
1985,62160,,0.5839,26425.0581,64.2,128580.19,0.00
1986,0,4180,0,0,67.3,0.00,8248.20
1986,4180,5280,0.1336,0,67.3,8248.20,10418.78
1986,5280,6504,0.2936,146.96,67.3,10418.78,12834.04
1986,6504,7832,0.3203,506.3264,67.3,12834.04,15454.53
1986,7832,8095,0.32865,931.6848,67.3,15454.53,15973.49
1986,8095,9935,0.33865,1018.11975,67.3,15973.49,19604.28
1986,9935,12061,0.34865,1641.23575,67.3,19604.28,23799.42
1986,12061,13054,0.35865,2382.46565,67.3,23799.42,25758.86
1986,13054,14519,0.367,2738.6051,67.3,25758.86,28649.68
1986,14519,18275,0.377,3276.2601,67.3,28649.68,36061.22
1986,18275,18820,0.40205,4692.2721,67.3,36061.22,37136.64
1986,18820,26347,0.42875,4911.38935,67.3,37136.64,51989.33
1986,26347,36550,0.43875,8138.5906,67.3,51989.33,72122.44
1986,36550,61608,0.4905,12615.15685,67.3,72122.44,121568.24
1986,61608,62657,0.5005,24906.10585,67.3,121568.24,123638.18
1986,62657,,0.5339,25431.13035,67.3,123638.18,0.00
1987,0,4220,0,0,70.2,0.00,7983.13
1987,4220,5280,0.1336,0,70.2,7983.13,9988.38
1987,5280,6504,0.2936,141.616,70.2,9988.38,12303.86
1987,6504,7918,0.3203,500.9824,70.2,12303.86,14978.78
1987,7918,8095,0.32865,953.8866,70.2,14978.78,15313.62
1987,8095,9935,0.33865,1012.05765,70.2,15313.62,18794.42
1987,9935,12061,0.34865,1635.17365,70.2,18794.42,22816.25
1987,12061,13197,0.35865,2376.40355,70.2,22816.25,24965.26
1987,13197,14519,0.367,2783.82995,70.2,24965.26,27466.14
1987,14519,18476,0.377,3269.00395,70.2,27466.14,34951.75
1987,18476,18820,0.40205,4760.79295,70.2,34951.75,35602.51
1987,18820,26347,0.42875,4899.09815,70.2,35602.51,49841.62
1987,26347,36952,0.43875,8126.2994,70.2,49841.62,69903.50
1987,36952,61608,0.4905,12779.24315,70.2,69903.50,116546.19
1987,61608,63347,0.5005,24873.01115,70.2,116546.19,119835.92
1987,63347,,0.5339,25743.38065,70.2,119835.92,0.00
1988,0,5280,0,0,72.8,0.00,9631.65
1988,5280,6000,0.16,0,72.8,9631.65,10945.05
1988,6000,7000,0.30195,115.2,72.8,10945.05,12769.23
1988,7000,14000,0.33695,417.15,72.8,12769.23,25538.46
1988,14000,23000,0.35695,2775.8,72.8,25538.46,41956.04
1988,23000,27500,0.38695,5988.35,72.8,41956.04,50164.84
1988,27500,50000,0.4621,7729.625,72.8,50164.84,91208.79
1988,50000,55000,0.4771,18126.875,72.8,91208.79,100329.67
1988,55000,,0.50215,20512.375,72.8,100329.67,0.00
1989,0,5280,0,0,75.9,0.00,9238.26
1989,5280,6066,0.16,0,75.9,9238.26,10613.50
1989,6066,7000,0.30195,125.76,75.9,10613.50,12247.69
1989,7000,14000,0.33195,407.7813,75.9,12247.69,24495.39
1989,14000,23000,0.35195,2731.4313,75.9,24495.39,40242.42
1989,23000,27803,0.37195,5898.9813,75.9,40242.42,48646.09
1989,27803,55605,0.4571,7685.45715,75.9,48646.09,97290.43
1989,55605,,0.48215,20393.75135,75.9,97290.43,0.00
1990,0,5280,0,0,79.2,0.00,8853.33
1990,5280,6169,0.16,0,79.2,8853.33,10343.98
1990,6169,7000,0.30195,142.24,79.2,10343.98,11737.37
1990,7000,14000,0.33195,393.16045,79.2,11737.37,23474.75
1990,14000,23000,0.35195,2716.81045,79.2,23474.75,38565.66
1990,23000,28275,0.37195,5884.36045,79.2,38565.66,47410.61
1990,28275,50000,0.4471,7846.3967,79.2,47410.61,83838.38
1990,50000,56550,0.47215,17559.6442,79.2,83838.38,94821.21
1990,56550,,0.48215,20652.2267,79.2,94821.21,0.00
1991,0,5530,0,0,85,0.00,8639.81
1991,5530,6280,0.16,0,85,8639.81,9811.58
1991,6280,7000,0.30195,120,85,9811.58,10936.47
1991,7000,14000,0.33195,337.404,85,10936.47,21872.94
1991,14000,23000,0.35195,2661.054,85,21872.94,35934.12
1991,23000,28784,0.37195,5828.604,85,35934.12,44970.77
1991,28784,50000,0.4471,7979.9628,85,44970.77,78117.65
1991,50000,57568,0.47215,17465.6364,85,78117.65,89941.53
1991,57568,,0.48215,21038.8676,85,89941.53,0.00
1992,0,5780,0,0,86.6,0.00,8863.56
1992,5780,6456,0.16,0,86.6,8863.56,9900.19
1992,6456,7000,0.30195,108.16,86.6,9900.19,10734.41
1992,7000,14000,0.33195,272.4208,86.6,10734.41,21468.82
1992,14000,23000,0.35195,2596.0708,86.6,21468.82,35270.21
1992,23000,29590,0.37195,5763.6208,86.6,35270.21,45375.89
1992,29590,50000,0.4471,8214.7713,86.6,45375.89,76674.36
1992,50000,59180,0.47215,17340.0823,86.6,76674.36,90751.78
1992,59180,,0.48215,21674.4193,86.6,90751.78,0.00
1993,0,5900,0,0,87.7,0.00,8934.09
1993,5900,6456,0.16,0,87.7,8934.09,9776.02
1993,6456,7000,0.30195,88.96,87.7,9776.02,10599.77
1993,7000,14000,0.33195,253.2208,87.7,10599.77,21199.54
1993,14000,23000,0.35195,2576.8708,87.7,21199.54,34827.82
1993,23000,29590,0.37195,5744.4208,87.7,34827.82,44806.75
1993,29590,50000,0.4471,8195.5713,87.7,44806.75,75712.66
1993,50000,59180,0.47215,17320.8823,87.7,75712.66,89613.50
1993,59180,,0.48215,21655.2193,87.7,89613.50,0.00
1994,0,5900,0,0,86.6,0.00,9047.58
1994,5900,6456,0.16,0,86.6,9047.58,9900.19
1994,6456,7000,0.30195,88.96,86.6,9900.19,10734.41
1994,7000,14000,0.33195,253.2208,86.6,10734.41,21468.82
1994,14000,23000,0.35195,2576.8708,86.6,21468.82,35270.21
1994,23000,29590,0.37195,5744.4208,86.6,35270.21,45375.89
1994,29590,50000,0.4471,8195.5713,86.6,45375.89,76674.36
1994,50000,59180,0.47215,17320.8823,86.6,76674.36,90751.78
1994,59180,,0.48215,21655.2193,86.6,90751.78,0.00
1995,0,5900,0,0,88.1,0.00,8893.53
1995,5900,6456,0.16,0,88.1,8893.53,9731.63
1995,6456,7000,0.30195,88.96,88.1,9731.63,10551.65
1995,7000,14000,0.33195,253.2208,88.1,10551.65,21103.29
1995,14000,23000,0.35195,2576.8708,88.1,21103.29,34669.69
1995,23000,29590,0.37195,5744.4208,88.1,34669.69,44603.31
1995,29590,50000,0.4471,8195.5713,88.1,44603.31,75368.90
1995,50000,59180,0.47215,17320.8823,88.1,75368.90,89206.63
1995,59180,,0.48215,21655.2193,88.1,89206.63,0.00
1996,0,5900,0,0,89.5,0.00,8754.41
1996,5900,6456,0.16,0,89.5,8754.41,9579.41
1996,6456,7000,0.30195,88.96,89.5,9579.41,10386.59
1996,7000,14000,0.33195,253.2208,89.5,10386.59,20773.18
1996,14000,23000,0.35195,2576.8708,89.5,20773.18,34127.37
1996,23000,29590,0.37195,5744.4208,89.5,34127.37,43905.61
1996,29590,50000,0.4471,8195.5713,89.5,43905.61,74189.94
1996,50000,59180,0.47215,17320.8823,89.5,74189.94,87811.22
1996,59180,,0.48215,21655.2193,89.5,87811.22,0.00
1997,0,5900,0,0,90.8,0.00,8629.07
1997,5900,6456,0.16,0,90.8,8629.07,9442.26
1997,6456,7000,0.30195,88.96,90.8,9442.26,10237.89
1997,7000,14000,0.33195,253.2208,90.8,10237.89,20475.77
1997,14000,23000,0.35195,2576.8708,90.8,20475.77,33638.77
1997,23000,29590,0.37195,5744.4208,90.8,33638.77,43277.00
1997,29590,50000,0.4471,8195.5713,90.8,43277.00,73127.75
1997,50000,59180,0.47215,17320.8823,90.8,73127.75,86554.01
1997,59180,,0.48215,21655.2193,90.8,86554.01,0.00
1998,0,5900,0,0,92.1,0.00,8507.27
1998,5900,6456,0.2,0,92.1,8507.27,9308.98
1998,6456,25000,0.34195,111.2,92.1,9308.98,36047.77
1998,25000,29590,0.37195,6452.3208,92.1,36047.77,42666.15
1998,29590,50000,0.4471,8159.5713,92.1,42666.15,72095.55
1998,50000,59180,0.4771,17284.8823,92.1,72095.55,85332.29
1998,59180,,0.50215,21664.6603,92.1,85332.29,0.00
1999,0,5900,0,0,93.5,0.00,8379.89
1999,5900,6794,0.2,0,93.5,8379.89,9649.66
1999,6794,25000,0.34195,178.8,93.5,9649.66,35508.02
1999,25000,29590,0.37195,6404.3417,93.5,35508.02,42027.29
1999,29590,50000,0.4471,8111.5922,93.5,42027.29,71016.04
1999,50000,59180,0.4771,17236.9032,93.5,71016.04,84054.59
1999,59180,,0.50215,21616.6812,93.5,84054.59,0.00
2000,0,5900,0,0,95.8,0.00,8178.71
2000,5900,7231,0.19,0,95.8,8178.71,10023.77
2000,7231,26000,0.33195,252.89,95.8,10023.77,36041.75
2000,26000,30004,0.36695,6483.25955,95.8,36041.75,41592.18
2000,30004,52000,0.43375,7952.52735,95.8,41592.18,72083.51
2000,52000,60009,0.45875,17493.29235,95.8,72083.51,83185.75
2000,60009,,0.49215,21167.4211,95.8,83185.75,0.00
2001,0,5900,0,0,98,0.00,7995.10
2001,5900,7412,0.17,0,98,7995.10,10044.02
2001,7412,26000,0.3036,257.04,98,10044.02,35232.65
2001,26000,30754,0.3461,5900.3568,98,35232.65,41674.81
2001,30754,52000,0.3962,7545.7162,98,41674.81,70465.31
2001,52000,61509,0.4287,15963.3814,98,70465.31,83350.97
2001,61509,100000,0.4621,20039.8897,98,83350.97,135510.20
2001,100000,,0.48715,37826.5808,98,135510.20,0.00
2002,0,6060,0,0,100,0.00,8047.68
2002,6060,7634,0.16,0,100,8047.68,10137.95
2002,7634,26700,0.2936,251.84,100,10137.95,35457.60
2002,26700,31677,0.3336,5849.6176,100,35457.60,42067.06
2002,31677,53405,0.3837,7509.9448,100,42067.06,70921.84
2002,53405,63354,0.4237,15846.9784,100,70921.84,84134.11
2002,63354,103000,0.4571,20062.3697,100,84134.11,136784.00
2002,103000,,0.48215,38184.5563,100,136784.00,0.00
2003,0,6150,0,0,102.5,0.00,7968.00
2003,6150,7556,0.16,0,102.5,7968.00,9789.63
2003,7556,27095,0.2936,224.96,102.5,9789.63,35104.55
2003,27095,32183,0.3336,5961.6104,102.5,35104.55,41696.61
2003,32183,54195,0.3837,7658.9672,102.5,41696.61,70215.57
2003,54195,64368,0.4237,16104.9716,102.5,70215.57,83395.81
2003,64368,104648,0.4571,20415.2717,102.5,83395.81,135582.97
2003,104648,,0.48215,38827.2597,102.5,135582.97,0.00
2004,0,6275,0,0,104.5,0.00,7974.35
2004,6275,8012,0.16,0,104.5,7974.35,10181.76
2004,8012,27635,0.2936,277.92,104.5,10181.76,35118.93
2004,27635,35000,0.3336,6039.2328,104.5,35118.93,44478.47
2004,35000,55280,0.3837,8496.1968,104.5,44478.47,70250.56
2004,55280,70000,0.4237,16277.6328,104.5,70250.56,88956.94
2004,70000,113804,0.4571,22514.4968,104.5,88956.94,144623.65
2004,113804,,0.48215,42537.3052,104.5,144623.65,0.00
2005,0,6365,0,0,106.9,0.00,7907.13
2005,6365,8648,0.16,0,106.9,7907.13,10743.26
2005,8648,28030,0.2873375,365.28,106.9,10743.26,34821.18
2005,28030,35595,0.3273375,5934.455425,106.9,34821.18,44219.05
2005,35595,56070,0.3837,8410.763613,106.9,44219.05,69654.78
2005,56070,71190,0.4237,16267.02111,106.9,69654.78,88438.09
2005,71190,115739,0.4571,22673.36511,106.9,88438.09,143780.54
2005,115739,,0.48215,43036.71301,106.9,143780.54,0.00
2006,0,6456,0,0,108.7,0.00,7887.37
2006,6456,8839,0.16,0,108.7,7887.37,10798.70
2006,8839,28710,0.28525,381.28,108.7,10798.70,35075.33
2006,28710,36378,0.32525,6049.48275,108.7,35075.33,44443.41
2006,36378,57430,0.3837,8543.49975,108.7,44443.41,70162.87
2006,57430,72756,0.4237,16621.15215,108.7,70162.87,88886.82
2006,72756,118285,0.4571,23114.77835,108.7,88886.82,144510.10
2006,118285,,0.48215,43926.08425,108.7,144510.10,0.00
2007,0,6650,0,0,110.4,0.00,7999.28
2007,6650,9600,0.16,0,110.4,7999.28,11547.83
2007,9600,29290,0.28525,472,110.4,11547.83,35232.90
2007,29290,37178,0.32525,6088.5725,110.4,35232.90,44721.36
2007,37178,58595,0.32525,8654.1445,110.4,44721.36,70483.84
2007,58595,74357,0.3837,15620.02375,110.4,70483.84,89443.93
2007,74357,120887,0.4571,21667.90315,110.4,89443.93,145414.80
2007,120887,,0.48215,42936.76615,110.4,145414.80,0.00
2008,0,9600,0,0,112.7,0.00,11312.16
2008,9600,10215,0.12525,0,112.7,11312.16,12036.84
2008,10215,37500,0.28525,77.02875,112.7,12036.84,44188.11
2008,37500,37885,0.32525,7860.075,112.7,44188.11,44641.77
2008,37885,75000,0.3837,7985.29625,112.7,44641.77,88376.22
2008,75000,75769,0.4237,22226.32175,112.7,88376.22,89282.37
2008,75769,123184,0.4571,22552.14705,112.7,89282.37,145153.82
2008,123184,,0.48215,44225.54355,112.7,145153.82,0.00
2009,0,10320,0,0,113.4,0.00,12085.50
2009,10320,10455,0.12525,0,113.4,12085.50,12243.60
2009,10455,38385,0.28525,16.90875,113.4,12243.60,44951.75
2009,38385,40726,0.32525,7983.94125,113.4,44951.75,47693.23
2009,40726,76770,0.3837,8745.3515,113.4,47693.23,89903.49
2009,76770,81452,0.4237,22575.4343,113.4,89903.49,95386.47
2009,81452,126264,0.4571,24559.1977,113.4,95386.47,147864.72
2009,126264,,0.48215,45042.7629,113.4,147864.72,0.00
2010,0,10382,0,0,114.8,0.00,12009.84
2010,10382,10505,0.12525,0,114.8,12009.84,12152.13
2010,10505,38570,0.28525,15.40575,114.8,12152.13,44617.56
2010,38570,40970,0.32525,8020.947,114.8,44617.56,47393.87
2010,40970,77140,0.3837,8801.547,114.8,47393.87,89235.12
2010,77140,81941,0.4237,22679.976,114.8,89235.12,94788.89
2010,81941,127021,0.4571,24714.1597,114.8,94788.89,146937.18
2010,127021,,0.48215,45320.2277,114.8,146937.18,0.00
2011,0,10527,0,0,118.3,0.00,11817.29
2011,10527,10640,0.12525,0,118.3,11817.29,11944.14
2011,10640,39060,0.28525,14.15325,118.3,11944.14,43847.57
2011,39060,41544,0.32525,8120.95825,118.3,43847.57,46636.04
2011,41544,78120,0.3837,8928.87925,118.3,46636.04,87695.15
2011,78120,83088,0.4237,22963.09045,118.3,87695.15,93272.07
2011,83088,128800,0.4571,25068.03205,118.3,93272.07,144586.98
2011,128800,,0.48215,45962.98725,118.3,144586.98,0.00
2012,0,10822,,0,120.8,0.00,11897.03
2012,10822,10925,0.12525,0,120.8,11897.03,12010.26
2012,10925,40100,0.28525,12.90075,120.8,12010.26,44083.44
2012,40100,42707,0.32525,8335.0695,120.8,44083.44,46949.42
2012,42707,80200,0.3837,9182.99625,120.8,46949.42,88166.89
2012,80200,85414,0.4237,23569.06035,120.8,88166.89,93898.83
2012,85414,132406,0.4571,25778.23215,120.8,93898.83,145558.91
2012,132406,,0.48215,47258.27535,120.8,145558.91,0.00
2013,0,11038,,0,121.7,0.00,12044.75
2013,11038,11195,0.12525,0,121.7,12044.75,12216.07
2013,11195,41095,0.28525,19.66425,121.7,12216.07,44843.19
2013,41095,43561,0.32525,8548.63925,121.7,44843.19,47534.11
2013,43561,82100,0.3837,9350.70575,121.7,47534.11,89588.17
2013,82100,87123,0.4237,24138.12005,121.7,89588.17,95069.30
2013,87123,100000,0.4571,26266.36515,121.7,95069.30,109120.79
2013,100000,135054,0.4746,32152.44185,121.7,109120.79,147371.99
2013,135054,,0.49965,48789.07025,121.7,147371.99,0.00
2014,0,11138,,0,123.4,0.00,11986.44
2014,11138,11305,0.12525,0,123.4,11986.44,12166.16
2014,11305,41495,0.28525,20.91675,123.4,12166.16,44655.88
2014,41495,43953,0.32525,8632.61425,123.4,44655.88,47301.12
2014,43953,82985,0.3837,9432.07875,123.4,47301.12,89306.39
2014,82985,87907,0.4237,24408.65715,123.4,89306.39,94603.32
2014,87907,100970,0.4571,26494.10855,123.4,94603.32,108661.39
2014,100970,136270,0.4751,32465.20585,123.4,108661.39,146650.37
2014,136270,,0.50015,49236.23585,123.4,146650.37,0.00
2015,0,11327,,0,124.7,0.00,12062.76
2015,11327,11425,0.12525,0,124.7,12062.76,12167.12
2015,11425,41935,0.28525,12.2745,124.7,12167.12,44658.93
2015,41935,44701,0.32525,8715.252,124.7,44658.93,47604.59
2015,44701,83365,0.3837,9614.8935,124.7,47604.59,88780.05
2015,83365,89401,0.4237,24450.2703,124.7,88780.05,95208.12
2015,89401,102040,0.4571,27007.7235,124.7,95208.12,108668.10
2015,102040,138586,0.4751,32785.0104,124.7,108668.10,147587.98
2015,138586,,0.50015,50148.015,124.7,147587.98,0.00
2016,0,11474,0,0,125.6,0.00,12131.75
2016,11474,11635,0.12525,0,125.6,12131.75,12301.97
2016,11635,42390,0.28525,20.16525,125.6,12301.97,44820.00
2016,42390,45282,0.32525,8793.029,125.6,44820.00,47877.78
2016,45282,84780,0.371175,9733.652,125.6,47877.78,89640.00
2016,84780,90563,0.411175,24394.32215,125.6,89640.00,95754.51
2016,90563,103150,0.4571,26772.14718,125.6,95754.51,109063.06
2016,103150,140388,0.4751,32525.66488,125.6,109063.06,148435.72
2016,140388,200000,0.50015,50217.43868,125.6,148435.72,211464.97
2016,200000,,0.53355,80032.38048,125.6,211464.97,0.00
2017,0,11635,0,0,126.9,0.00,12175.95
2017,11635,14890,0.12525,0,126.9,12175.95,15582.29
2017,14890,42705,0.27525,407.68875,126.9,15582.29,44690.50
2017,42705,45916,0.32525,8063.7675,126.9,44690.50,48050.79
2017,45916,85405,0.371175,9108.14525,126.9,48050.79,89375.76
2017,85405,91831,0.411175,23765.47483,126.9,89375.76,96100.53
2017,91831,103915,0.4571,26407.68538,126.9,96100.53,108746.35
2017,103915,142353,0.4746,31931.28178,126.9,108746.35,148971.46
2017,142353,202800,0.49965,50173.95658,126.9,148971.46,212228.84
2017,202800,,0.53305,80376.30013,126.9,212228.84,0.00
2018,0,11809,0,0,129,0.00,12156.86
2018,11809,15012,0.12525,0,129,12156.86,15454.21
2018,15012,43055,0.27525,401.17575,129,15454.21,44323.29
2018,43055,46605,0.32525,8120.0115,129,44323.29,47977.86
2018,46605,86105,0.371175,9274.649,129,47977.86,88641.43
2018,86105,93208,0.411175,23936.0615,129,88641.43,95953.66
2018,93208,104765,0.4571,26856.63753,129,95953.66,107851.10
2018,104765,144489,0.4746,32139.34223,129,107851.10,148745.27
2018,144489,205842,0.49965,50992.35263,129,148745.27,211905.56
2018,205842,,0.53305,81647.37908,129,211905.56,0.00
2019,0,12069,0,0,131.7,0.00,12169.80
2019,12069,15269,0.12525,0,131.7,12169.80,15396.53
2019,15269,43790,0.27525,400.8,131.7,15396.53,44155.75
2019,43790,47630,0.371175,8251.20525,131.7,44155.75,48027.82
2019,47630,87575,0.371175,9676.51725,131.7,48027.82,88306.45
2019,87575,95259,0.411175,24503.10263,131.7,88306.45,96054.63
2019,95259,106555,0.4571,27662.57133,131.7,96054.63,107444.98
2019,106555,147667,0.4746,32825.97293,131.7,107444.98,148900.36
2019,147667,210371,0.49965,52337.72813,131.7,148900.36,212128.09
2019,210371,,0.53305,83667.78173,131.7,212128.09,0.00
2020,0,13229,0,0,132.8,0.00,13229.00
2020,13229,15532,0.12525,0,132.8,13229.00,15532.00
2020,15532,44545,0.27525,288.45075,132.8,15532.00,44545.00
2020,44545,48535,0.32525,8274.279,132.8,44545.00,48535.00
2020,48535,89080,0.371175,9572.0265,132.8,48535.00,89080.00
2020,89080,97069,0.411175,24621.31688,132.8,89080.00,97069.00
2020,97069,108390,0.4571,27906.19395,132.8,97069.00,108390.00
2020,108390,150473,0.4746,33081.02305,132.8,108390.00,150473.00
2020,150473,214368,0.49965,53053.61485,132.8,150473.00,214368.00
2020,214368,,0.53305,84978.7516,132.8,214368.00,0.00
,,,,,,,
